measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
PR15R1_20190424_S06,PR15R1_20190424,iron,2.04,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R1_20190424_S07,PR15R1_20190424,potassium,0.94,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R1_20190424_S08,PR15R1_20190424,magnesium,1.68,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R1_20190424_S09,PR15R1_20190424,sodium,0.15,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R1_20190424_S10,PR15R1_20190424,nitrogen,0.2066,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R1_20190424_S11,PR15R1_20190424,carbon,6.55,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R1_20190424_S12,PR15R1_20190424,carbon to nitrogen ratio,31.703775411423038,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R1_20190424_S13,PR15R1_20190424,cation exchange capacity,15,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R1_20190424_S15,PR15R1_20190424,oxidizable organic matter,2.63,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R1_20190424_S16,PR15R1_20190424,soil pH value,8.4,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R1_20190424_S18,PR15R1_20190424,EEZ soil pH value,8.09,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R1_20190424_S17,PR15R1_20190424,pH value,7.5,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15R2_20190424_S01,PR15R2_20190424,total phosphorus,0.03972199096679688,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15R2_20190424_S14,PR15R2_20190424,phosphorus available,0.03972199096679688,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15R2_20190424_S02,PR15R2_20190424,calcium,15.0057296875,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR15R2_20190424_S03,PR15R2_20190424,soil moisture,17.670604315142114,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15R2_20190424_S06,PR15R2_20190424,iron,1.75,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R2_20190424_S07,PR15R2_20190424,potassium,0.73,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R2_20190424_S08,PR15R2_20190424,magnesium,1.21,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R2_20190424_S09,PR15R2_20190424,sodium,0.1,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R2_20190424_S10,PR15R2_20190424,nitrogen,0.1989,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R2_20190424_S11,PR15R2_20190424,carbon,7.33,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R2_20190424_S12,PR15R2_20190424,carbon to nitrogen ratio,36.85268979386627,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R2_20190424_S13,PR15R2_20190424,cation exchange capacity,17,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R2_20190424_S15,PR15R2_20190424,oxidizable organic matter,2.89,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R2_20190424_S16,PR15R2_20190424,soil pH value,8.4,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R2_20190424_S18,PR15R2_20190424,EEZ soil pH value,8.15,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R2_20190424_S17,PR15R2_20190424,pH value,7.4,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15R3_20190424_S01,PR15R3_20190424,total phosphorus,0.04190244903564453,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15R3_20190424_S14,PR15R3_20190424,phosphorus available,0.04190244903564453,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15R3_20190424_S02,PR15R3_20190424,calcium,14.35979765625,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR15R3_20190424_S03,PR15R3_20190424,soil moisture,17.076087956573826,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15R3_20190424_S06,PR15R3_20190424,iron,1.84,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R3_20190424_S07,PR15R3_20190424,potassium,0.7,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R3_20190424_S08,PR15R3_20190424,magnesium,1.85,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R3_20190424_S09,PR15R3_20190424,sodium,0.11,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R3_20190424_S10,PR15R3_20190424,nitrogen,0.2272,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R3_20190424_S11,PR15R3_20190424,carbon,7.5,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R3_20190424_S12,PR15R3_20190424,carbon to nitrogen ratio,33.01056338028169,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R3_20190424_S13,PR15R3_20190424,cation exchange capacity,15,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R3_20190424_S15,PR15R3_20190424,oxidizable organic matter,3.2,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R3_20190424_S16,PR15R3_20190424,soil pH value,8.3,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R3_20190424_S18,PR15R3_20190424,EEZ soil pH value,7.95,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R3_20190424_S17,PR15R3_20190424,pH value,7.3,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15R4_20190424_S01,PR15R4_20190424,total phosphorus,0.03153550262451172,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15R4_20190424_S14,PR15R4_20190424,phosphorus available,0.03153550262451172,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15R4_20190424_S02,PR15R4_20190424,calcium,15.2450296875,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR15R4_20190424_S03,PR15R4_20190424,soil moisture,23.904761904761962,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15R4_20190424_S06,PR15R4_20190424,iron,1.72,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R4_20190424_S07,PR15R4_20190424,potassium,0.7,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R4_20190424_S08,PR15R4_20190424,magnesium,1.28,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R4_20190424_S09,PR15R4_20190424,sodium,0.15,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R4_20190424_S10,PR15R4_20190424,nitrogen,0.1783,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R4_20190424_S11,PR15R4_20190424,carbon,6.83,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R4_20190424_S12,PR15R4_20190424,carbon to nitrogen ratio,38.30622546270331,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R4_20190424_S13,PR15R4_20190424,cation exchange capacity,14,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R4_20190424_S15,PR15R4_20190424,oxidizable organic matter,2.66,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R4_20190424_S16,PR15R4_20190424,soil pH value,8.4,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R4_20190424_S18,PR15R4_20190424,EEZ soil pH value,7.99,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R4_20190424_S17,PR15R4_20190424,pH value,7.2,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15E1_20190424_S01,PR15E1_20190424,total phosphorus,0.047436236572265623,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15E1_20190424_S14,PR15E1_20190424,phosphorus available,0.047436236572265623,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15E1_20190424_S02,PR15E1_20190424,calcium,14.58444765625,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR15E1_20190424_S03,PR15E1_20190424,soil moisture,19.108095007271096,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15E1_20190424_S06,PR15E1_20190424,iron,1.73,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15E1_20190424_S07,PR15E1_20190424,potassium,0.59,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15E1_20190424_S08,PR15E1_20190424,magnesium,0.84,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15E1_20190424_S09,PR15E1_20190424,sodium,0.04,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15E1_20190424_S10,PR15E1_20190424,nitrogen,0.3164,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15E1_20190424_S11,PR15E1_20190424,carbon,8.66,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15E1_20190424_S12,PR15E1_20190424,carbon to nitrogen ratio,27.370417193426043,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15E1_20190424_S13,PR15E1_20190424,cation exchange capacity,15,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15E1_20190424_S15,PR15E1_20190424,oxidizable organic matter,4.55,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15E1_20190424_S16,PR15E1_20190424,soil pH value,8.2,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E1_20190424_S18,PR15E1_20190424,EEZ soil pH value,8.04,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E1_20190424_S17,PR15E1_20190424,pH value,7.2,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15E2_20190424_S01,PR15E2_20190424,total phosphorus,0.041897256469726564,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15E2_20190424_S14,PR15E2_20190424,phosphorus available,0.041897256469726564,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15E2_20190424_S02,PR15E2_20190424,calcium,20.0093546875,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR15E2_20190424_S03,PR15E2_20190424,soil moisture,14.292838619588954,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15E2_20190424_S06,PR15E2_20190424,iron,1.46,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15E2_20190424_S07,PR15E2_20190424,potassium,0.71,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15E2_20190424_S08,PR15E2_20190424,magnesium,1.43,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15E2_20190424_S09,PR15E2_20190424,sodium,0.03,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15E2_20190424_S10,PR15E2_20190424,nitrogen,0.175,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15E2_20190424_S11,PR15E2_20190424,carbon,7.98,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15E2_20190424_S12,PR15E2_20190424,carbon to nitrogen ratio,45.60000000000001,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15E2_20190424_S13,PR15E2_20190424,cation exchange capacity,16,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15E2_20190424_S15,PR15E2_20190424,oxidizable organic matter,2.17,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15E2_20190424_S16,PR15E2_20190424,soil pH value,8.4,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E2_20190424_S18,PR15E2_20190424,EEZ soil pH value,8.21,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E2_20190424_S17,PR15E2_20190424,pH value,7.2,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16R1_20190424_S01,PR16R1_20190424,total phosphorus,0.05612476806640625,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16R1_20190424_S14,PR16R1_20190424,phosphorus available,0.05612476806640625,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16R1_20190424_S02,PR16R1_20190424,calcium,13.5269171875,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR16R1_20190424_S03,PR16R1_20190424,soil moisture,17.046942210585346,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16R1_20190424_S06,PR16R1_20190424,iron,2.03,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16R1_20190424_S07,PR16R1_20190424,potassium,0.8,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16R1_20190424_S08,PR16R1_20190424,magnesium,2.17,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16R1_20190424_S09,PR16R1_20190424,sodium,0.03,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR16R1_20190424_S10,PR16R1_20190424,nitrogen,0.3709,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16R1_20190424_S11,PR16R1_20190424,carbon,8.61,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16R1_20190424_S12,PR16R1_20190424,carbon to nitrogen ratio,23.21380425990833,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16R1_20190424_S13,PR16R1_20190424,cation exchange capacity,14,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16R1_20190424_S15,PR16R1_20190424,oxidizable organic matter,5.06,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16R1_20190424_S16,PR16R1_20190424,soil pH value,8.1,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R1_20190424_S18,PR16R1_20190424,EEZ soil pH value,7.78,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R1_20190424_S17,PR16R1_20190424,pH value,7,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16R2_20190424_S01,PR16R2_20190424,total phosphorus,0.05264530944824219,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16R2_20190424_S14,PR16R2_20190424,phosphorus available,0.05264530944824219,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16R2_20190424_S02,PR16R2_20190424,calcium,12.25096328125,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR16R2_20190424_S03,PR16R2_20190424,soil moisture,14.378200792347172,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16R2_20190424_S06,PR16R2_20190424,iron,2.02,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16R2_20190424_S07,PR16R2_20190424,potassium,1.36,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16R2_20190424_S08,PR16R2_20190424,magnesium,2.03,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16R2_20190424_S09,PR16R2_20190424,sodium,0.03,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR16R2_20190424_S10,PR16R2_20190424,nitrogen,0.2121,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16R2_20190424_S11,PR16R2_20190424,carbon,5.91,percentage,20190424,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16R2_20190424_S12,PR16R2_20190424,carbon to nitrogen ratio,27.864214992927863,ratio,20190424,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16R2_20190424_S13,PR16R2_20190424,cation exchange capacity,13,cmol(+)kg-1,20190424,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16R2_20190424_S15,PR16R2_20190424,oxidizable organic matter,2.38,percentage,20190424,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16R2_20190424_S16,PR16R2_20190424,soil pH value,8.2,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R2_20190424_S18,PR16R2_20190424,EEZ soil pH value,8.19,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R2_20190424_S17,PR16R2_20190424,pH value,7.6,pH units,20190424,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16R3_20190424_S01,PR16R3_20190424,total phosphorus,0.060643313598632814,percentage,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16R3_20190424_S14,PR16R3_20190424,phosphorus available,0.060643313598632814,(P2O5) mg kg -1,20190424,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16R3_20190424_S02,PR16R3_20190424,calcium,10.919601171875,percentage,20190424,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR16R3_20190424_S03,PR16R3_20190424,soil moisture,10.525809862539514,percentage,20190424,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16R3_20190424_S06,PR16R3_20190424,iron,2,?,20190424,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
