measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
P04Q1_20181121_V04,P04Q1_20181121,maximum height,41.17,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
NP09Q1_20200519_V10,NP09Q1_20200519,bare soil cover,37,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q1_20201117_V10,NP09Q1_20201117,bare soil cover,36,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q1_20210519_V10,NP09Q1_20210519,bare soil cover,47,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q2_20181121_V10,NP09Q2_20181121,bare soil cover,25,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q2_20190604_V10,NP09Q2_20190604,bare soil cover,50,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q2_20191218_V10,NP09Q2_20191218,bare soil cover,30,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q2_20200519_V10,NP09Q2_20200519,bare soil cover,25,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q2_20201117_V10,NP09Q2_20201117,bare soil cover,54,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q2_20210519_V10,NP09Q2_20210519,bare soil cover,43,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q3_20181121_V10,NP09Q3_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q3_20190604_V10,NP09Q3_20190604,bare soil cover,40,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q3_20191218_V10,NP09Q3_20191218,bare soil cover,20,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q3_20200519_V10,NP09Q3_20200519,bare soil cover,35,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q3_20201117_V10,NP09Q3_20201117,bare soil cover,44,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q3_20210519_V10,NP09Q3_20210519,bare soil cover,53,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q4_20181121_V10,NP09Q4_20181121,bare soil cover,75,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q4_20190604_V10,NP09Q4_20190604,bare soil cover,76,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q4_20191218_V10,NP09Q4_20191218,bare soil cover,36,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q4_20200519_V10,NP09Q4_20200519,bare soil cover,62,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q4_20201117_V10,NP09Q4_20201117,bare soil cover,64,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q4_20210519_V10,NP09Q4_20210519,bare soil cover,76,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q5_20181121_V10,NP09Q5_20181121,bare soil cover,10,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q5_20190604_V10,NP09Q5_20190604,bare soil cover,40,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q5_20191218_V10,NP09Q5_20191218,bare soil cover,2,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q5_20200519_V10,NP09Q5_20200519,bare soil cover,65,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q5_20201117_V10,NP09Q5_20201117,bare soil cover,64,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q5_20210519_V10,NP09Q5_20210519,bare soil cover,65,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q6_20181121_V10,NP09Q6_20181121,bare soil cover,4,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q6_20190604_V10,NP09Q6_20190604,bare soil cover,92,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q6_20191218_V10,NP09Q6_20191218,bare soil cover,1,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q6_20200519_V10,NP09Q6_20200519,bare soil cover,75,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q6_20201117_V10,NP09Q6_20201117,bare soil cover,77,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q6_20210519_V10,NP09Q6_20210519,bare soil cover,69,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q7_20181121_V10,NP09Q7_20181121,bare soil cover,30,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q7_20190604_V10,NP09Q7_20190604,bare soil cover,25,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q7_20191218_V10,NP09Q7_20191218,bare soil cover,10,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q7_20200519_V10,NP09Q7_20200519,bare soil cover,25,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q7_20201117_V10,NP09Q7_20201117,bare soil cover,66,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q7_20210519_V10,NP09Q7_20210519,bare soil cover,52,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q8_20181121_V10,NP09Q8_20181121,bare soil cover,45,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q8_20190604_V10,NP09Q8_20190604,bare soil cover,45,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q8_20191218_V10,NP09Q8_20191218,bare soil cover,10,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q8_20200519_V10,NP09Q8_20200519,bare soil cover,34,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q8_20201117_V10,NP09Q8_20201117,bare soil cover,42,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q8_20210519_V10,NP09Q8_20210519,bare soil cover,54,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q1_20181121_V10,NP13Q1_20181121,bare soil cover,25,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q1_20190604_V10,NP13Q1_20190604,bare soil cover,72,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q1_20191218_V10,NP13Q1_20191218,bare soil cover,15,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q1_20200519_V10,NP13Q1_20200519,bare soil cover,76,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q1_20201117_V10,NP13Q1_20201117,bare soil cover,72,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q1_20210519_V10,NP13Q1_20210519,bare soil cover,74,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q2_20181121_V10,NP13Q2_20181121,bare soil cover,65,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q2_20190604_V10,NP13Q2_20190604,bare soil cover,61,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q2_20191218_V10,NP13Q2_20191218,bare soil cover,55,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q2_20200519_V10,NP13Q2_20200519,bare soil cover,65,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q2_20201117_V10,NP13Q2_20201117,bare soil cover,69,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q2_20210519_V10,NP13Q2_20210519,bare soil cover,68,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q3_20181121_V10,NP13Q3_20181121,bare soil cover,55,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q3_20190604_V10,NP13Q3_20190604,bare soil cover,87,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q3_20191218_V10,NP13Q3_20191218,bare soil cover,5,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q3_20200519_V10,NP13Q3_20200519,bare soil cover,77,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q3_20201117_V10,NP13Q3_20201117,bare soil cover,67,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q3_20210519_V10,NP13Q3_20210519,bare soil cover,69,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q4_20181121_V10,NP13Q4_20181121,bare soil cover,45,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q4_20190604_V10,NP13Q4_20190604,bare soil cover,76,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q4_20191218_V10,NP13Q4_20191218,bare soil cover,20,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q4_20200519_V10,NP13Q4_20200519,bare soil cover,71,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q4_20201117_V10,NP13Q4_20201117,bare soil cover,68,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q4_20210519_V10,NP13Q4_20210519,bare soil cover,73,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q5_20181121_V10,NP13Q5_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q5_20190604_V10,NP13Q5_20190604,bare soil cover,85,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q5_20191218_V10,NP13Q5_20191218,bare soil cover,8,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q5_20200519_V10,NP13Q5_20200519,bare soil cover,72,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q5_20201117_V10,NP13Q5_20201117,bare soil cover,69,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q5_20210519_V10,NP13Q5_20210519,bare soil cover,63,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q6_20181121_V10,NP13Q6_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q6_20190604_V10,NP13Q6_20190604,bare soil cover,85,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q6_20191218_V10,NP13Q6_20191218,bare soil cover,2,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q6_20200519_V10,NP13Q6_20200519,bare soil cover,41,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q6_20201117_V10,NP13Q6_20201117,bare soil cover,37,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q6_20210519_V10,NP13Q6_20210519,bare soil cover,31,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q7_20181121_V10,NP13Q7_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q7_20190604_V10,NP13Q7_20190604,bare soil cover,70,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q7_20191218_V10,NP13Q7_20191218,bare soil cover,2,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q7_20200519_V10,NP13Q7_20200519,bare soil cover,41,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q7_20201117_V10,NP13Q7_20201117,bare soil cover,45,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q7_20210519_V10,NP13Q7_20210519,bare soil cover,38,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q8_20181121_V10,NP13Q8_20181121,bare soil cover,10,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP13Q8_20190604_V10,NP13Q8_20190604,bare soil cover,20,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
